date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-12-12 17:22:00,jeremycorbyn,,100,1154,3462,"Mark is a lifelong Tory voter whose income puts him in the top 5%. But he’s voting Labour today, to save our NHS. ",,,,1205175983566798848,https://twitter.com/jeremycorbyn/status/1205175983566798848
2019-12-12 17:10:22,jeremycorbyn,,212,1561,8102,"I love this song. #VoteLabourToday",,,#VoteLabourToday,1205173058857779203,https://twitter.com/jeremycorbyn/status/1205173058857779203
2019-12-12 16:55:16,jeremycorbyn,,149,1183,4045,"Our NHS will only be around as long as there are folk left to fight for it. #VoteLabourToday to save our country's greatest institution.",,,#VoteLabourToday,1205169259040661506,https://twitter.com/jeremycorbyn/status/1205169259040661506
2019-12-12 16:47:23,jeremycorbyn,,131,910,2389,"There's still time to help win this once in a generation General Election We need to make sure everyone gets to their polling station. Put your postcode in here and find out where you're most needed: http://labour.org.uk/electionday #VoteLabour #ElectionDay2019",,,#VoteLabour #ElectionDay2019,1205167273251614720,https://twitter.com/jeremycorbyn/status/1205167273251614720
2019-12-12 16:26:20,jeremycorbyn,,932,1942,16005,"The only vote in Scotland that will deliver a Labour government is a vote for Labour. End of.",,,,1205161976932061186,https://twitter.com/jeremycorbyn/status/1205161976932061186
2019-12-12 16:25:01,jeremycorbyn,,153,1813,5075,"The tax dodgers don't want you to vote. The dodgy landlords don't want you to vote. The bad bosses don't want you to vote. The big polluters don't want you to vote. Spoil their day. #ElectionDay https://action.labour.org.uk/page/content/polling-station-finder",,,#ElectionDay,1205161644709629952,https://twitter.com/jeremycorbyn/status/1205161644709629952
2019-12-12 16:21:59,jeremycorbyn,,45,312,1854,"Give voting a chai: https://action.labour.org.uk/page/content/polling-station-finder",,,,1205160880792592385,https://twitter.com/jeremycorbyn/status/1205160880792592385
2019-12-12 16:19:14,jeremycorbyn,,32,380,2044,"Clue: https://action.labour.org.uk/page/content/polling-station-finder",,,,1205160186958241796,https://twitter.com/jeremycorbyn/status/1205160186958241796
2019-12-12 16:17:10,jeremycorbyn,,177,1716,3887,"First time voter? Here's how you vote Labour: - Find your polling station on link below. - Go there before 10pm today. You don't need to bring ID. - Someone will give you your voting slip, put a cross next to the Labour candidate. Done. Pass this on.",,,,1205159667388878849,https://twitter.com/jeremycorbyn/status/1205159667388878849
2019-12-12 15:55:22,jeremycorbyn,,2531,27379,126189,"Zoom in on my watch.",,,,1205154183172820993,https://twitter.com/jeremycorbyn/status/1205154183172820993
2019-12-12 15:52:20,jeremycorbyn,,48,331,1015,"Find your polling station, head there before 10pm: https://action.labour.org.uk/page/content/polling-station-finder",,,,1205153418383413250,https://twitter.com/jeremycorbyn/status/1205153418383413250
2019-12-12 15:44:20,jeremycorbyn,,865,12510,54386,"Get back to your lessons. #VoteLabour.",,,#VoteLabour,1205151408015708160,https://twitter.com/jeremycorbyn/status/1205151408015708160
2019-12-12 15:32:00,jeremycorbyn,,477,5057,48494,"Thank you @stormzy for your solidarity, your commitment to a fairer country and fearlessness in speaking out against injustice. #ElectionDay",,@stormzy,#ElectionDay,1205148302796369920,https://twitter.com/jeremycorbyn/status/1205148302796369920
2019-12-12 15:25:06,jeremycorbyn,,145,2009,7506,"Since 2010, the Conservative government has cut 17,230 overnight beds in our NHS. Tell them what you think about that today. #ElectionDay",,,#ElectionDay,1205146566597709824,https://twitter.com/jeremycorbyn/status/1205146566597709824
2019-12-12 15:17:14,jeremycorbyn,,52,404,1265,"Find your polling station here: https://action.labour.org.uk/page/content/polling-station-finder",,,,1205144584763985921,https://twitter.com/jeremycorbyn/status/1205144584763985921
2019-12-12 15:11:15,jeremycorbyn,,2356,18122,84641,"This is for our children forced to lie on hospital floors. This is for Grenfell. This is for the homeless sleeping out in the cold. This is for our NHS. This is for our planet that is crying out to be rescued. This is for you. #VoteLabour",,,#VoteLabour,1205143080413872129,https://twitter.com/jeremycorbyn/status/1205143080413872129
2019-12-12 15:02:00,jeremycorbyn,,39,353,995,"Find your polling station: https://action.labour.org.uk/page/content/polling-station-finder",,,,1205140752520613888,https://twitter.com/jeremycorbyn/status/1205140752520613888
2019-12-12 14:58:45,jeremycorbyn,,134,1192,3883,"Vote NHS. Vote Labour. #electionday",,,#electionday,1205139935717707776,https://twitter.com/jeremycorbyn/status/1205139935717707776
2019-12-12 14:51:52,jeremycorbyn,,220,2128,6036,"The cause of Labour is the hope of the world.",,,,1205138203348525062,https://twitter.com/jeremycorbyn/status/1205138203348525062
2019-12-12 14:47:55,jeremycorbyn,Jamelia,151,991,8617,"Anything you like as long as you vote Labour!",,,,1205137207943745536,https://twitter.com/jeremycorbyn/status/1205137207943745536
2019-12-12 14:30:25,jeremycorbyn,,482,3003,13155,"You can have real change. You don’t need money to buy it. You just need your vote, which is more powerful than wealth.",,,,1205132804033581056,https://twitter.com/jeremycorbyn/status/1205132804033581056
2019-12-12 14:18:42,jeremycorbyn,,804,5880,25105,"Here’s what you can do right now to help save our NHS: 1) Pick up your phone 2) Call/text five people you know. 3) Make sure they’re going out to vote today and that they’re voting Labour. Pass it on.",,,,1205129857547542528,https://twitter.com/jeremycorbyn/status/1205129857547542528
2019-12-12 14:09:17,jeremycorbyn,,123,698,2606,"Find your polling station here, and vote for the many, not the few: http://labour.org.uk/pollingstationfinder",,,,1205127484628459521,https://twitter.com/jeremycorbyn/status/1205127484628459521
2019-12-12 14:08:03,jeremycorbyn,,31,317,953,"Thank you to @MattAbbottPoet for writing this and @michaelsheen for reading it. Polling closes at 10pm. Find your polling station here, and vote for the many, not the few: http://labour.org.uk/pollingstationfinder",,@MattAbbottPoet @michaelsheen,,1205127175181078528,https://twitter.com/jeremycorbyn/status/1205127175181078528
2019-12-12 13:57:44,jeremycorbyn,,312,3677,7698,"You'll want the sound on for this. #VoteLabourToday",,,#VoteLabourToday,1205124577862569989,https://twitter.com/jeremycorbyn/status/1205124577862569989
2019-12-12 13:48:34,jeremycorbyn,,167,1050,2911,"A Labour Government will expand GP training places by 1,500, raising the number of places to 5,000 a year. Building up the GP workforce will mean 27 million extra GP appointments there for you and your family, when you need it. #VoteLabourToday",,,#VoteLabourToday,1205122274438844416,https://twitter.com/jeremycorbyn/status/1205122274438844416
2019-12-12 13:48:12,jeremycorbyn,jeremycorbyn,81,677,3598,"#VoteLabourToday",,,#VoteLabourToday,1205122180260024323,https://twitter.com/jeremycorbyn/status/1205122180260024323
2019-12-12 13:32:23,jeremycorbyn,,258,2229,12227,"Red is the new black. #VoteLabourToday",,,#VoteLabourToday,1205118198728794112,https://twitter.com/jeremycorbyn/status/1205118198728794112
2019-12-12 13:17:06,jeremycorbyn,,117,1167,3300,"You can't put a price on human life.",,,,1205114352958877696,https://twitter.com/jeremycorbyn/status/1205114352958877696
2019-12-12 13:09:58,jeremycorbyn,,3866,37828,172175,"Vote Labour. That’s it. That’s the tweet.",,,,1205112557004083201,https://twitter.com/jeremycorbyn/status/1205112557004083201
2019-12-12 12:43:22,jeremycorbyn,,1322,13581,68050,"Boris Johnson will sell-off our NHS, and that’s the tea. #VoteLabourToday",,,#VoteLabourToday,1205105865382072321,https://twitter.com/jeremycorbyn/status/1205105865382072321
2019-12-12 12:28:27,jeremycorbyn,,355,3841,14082,"They voted against it. We created it. They broke it. We will fix it. #VoteLabourToday",,,#VoteLabourToday,1205102111106752513,https://twitter.com/jeremycorbyn/status/1205102111106752513
2019-12-12 12:15:00,jeremycorbyn,,657,9946,41665,"I agree. #VoteLabourToday",,,#VoteLabourToday,1205098724860579841,https://twitter.com/jeremycorbyn/status/1205098724860579841
2019-12-12 11:59:32,jeremycorbyn,,1233,6466,26538,"Thank you @Carra23. #VoteLabourToday",,@Carra23,#VoteLabourToday,1205094832437374978,https://twitter.com/jeremycorbyn/status/1205094832437374978
2019-12-12 11:47:37,jeremycorbyn,,125,1452,3975,"He doesn't want you to #VoteLabourToday, either.",,,#VoteLabourToday,1205091833329659904,https://twitter.com/jeremycorbyn/status/1205091833329659904
2019-12-12 11:47:14,jeremycorbyn,,118,1074,5019,"Real change is paw-sible. You know what to do. #VoteLabourToday",,,#VoteLabourToday,1205091738802696192,https://twitter.com/jeremycorbyn/status/1205091738802696192
2019-12-12 11:35:20,jeremycorbyn,,573,3955,23894,"My favourite kind of sport? Exercising my democratic right. #VoteLabourToday",,,#VoteLabourToday,1205088745214693376,https://twitter.com/jeremycorbyn/status/1205088745214693376
